idCom,privatesIds,publicsIds,date
461615,[110],"[2, 2, 2]",2019-11-28
461719,[110],"[4, 6]",2019-11-19
464670,[110],[2],2020-01-22
259073,[110],"[4, 4, 4]",2013-01-30
273750,[110],"[36, 36, 36, 9]",2013-04-17
273751,[110],"[14, 4, 4, 4]",2013-04-17
355832,[110],"[14, 14]",2015-05-07
355834,[110],[14],2015-05-07
362329,[110],[4],2015-09-30
365343,[110],[2],2015-11-19
365345,[110],[9],2015-11-02
366594,[110],"[14, 14]",2015-12-05
369582,[110],[32],2016-01-14
369587,[110],[4],2016-01-19
369588,[110],"[46, 46, 46]",2016-01-27
369589,[110],[4],2016-01-27
369595,[110],[14],2016-01-19
381341,[110],"[2, 2]",2016-06-06
406936,[110],"[4, 4, 4]",2017-07-11
428186,[110],[14],2018-05-29
433711,[110],"[4, 4]",2018-08-22
436050,[110],[2],2018-09-07
439097,[110],[4],2018-10-26
442549,[110],[33],2018-11-22
443828,[110],[2],2018-12-17
458740,[110],"[14, 14]",2019-07-22
131976,[110],"[5, 5, 5]",2009-11-24
443846,[110],"[18, 18]",2018-12-03
439044,[110],"[4, 2, 33]",2018-10-22
439219,[110],"[14, 14]",2018-10-15
461600,[110],"[36, 36, 36]",2019-11-15
461602,[110],"[4, 4, 4]",2019-11-15
461603,[110],"[2, 2, 2]",2019-11-15
452764,[110],[18],2019-04-18
393940,[110],"[2, 2]",2017-01-10
380332,[112],[2],2016-06-23
93466,[88],"[48, 48]",2009-01-06
390665,[113],[2],2016-12-02
390666,[113],[2],2016-12-02
390680,[113],[14],2016-11-15
423378,[113],[2],2018-03-20
451239,[113],[14],2019-04-30
454057,[113],[14],2019-05-28
418533,[114],"[18, 18]",2018-01-16
156926,[115],[9],2010-09-22
175549,[115],[9],2011-06-14
184364,[115],[9],2011-08-09
368549,[115],[2],2016-01-18
428550,[115],"[2, 2, 2]",2018-05-03
153337,[115],"[9, 9]",2010-07-08
200239,[115],[9],2011-11-24
223549,[115],[9],2012-04-23
223550,[115],"[18, 9, 48]",2012-04-19
230671,[115],[9],2012-06-05
245400,[115],"[96, 9]",2012-10-18
264370,[115],[9],2013-02-27
338668,[115],[33],2014-10-28
338670,[115],[83],2014-10-28
338671,[115],[14],2014-10-28
338673,[115],[14],2014-10-28
338674,[115],[14],2014-10-28
338675,[115],[14],2014-10-28
338677,[115],[14],2014-10-28
338680,[115],[14],2014-10-28
338681,[115],[14],2014-10-28
338683,[115],[14],2014-10-28
338684,[115],[14],2014-10-28
338687,[115],[14],2014-10-28
338690,[115],[14],2014-10-28
338692,[115],[14],2014-10-29
338693,[115],[14],2014-10-29
338694,[115],[14],2014-10-29
338696,[115],"[97, 97]",2014-10-29
338701,[115],[14],2014-10-29
338705,[115],[14],2014-10-29
338707,[115],[14],2014-10-29
338711,[115],[14],2014-10-29
338712,[115],[14],2014-10-29
338717,[115],"[14, 14]",2014-10-29
338721,[115],[14],2014-10-29
338722,[115],[14],2014-10-29
338723,[115],[14],2014-10-29
338724,[115],[14],2014-10-29
338774,[115],"[9, 9]",2014-10-28
338775,[115],"[14, 14]",2014-10-29
338778,[115],[14],2014-10-29
338779,[115],[14],2014-10-29
338780,[115],[14],2014-10-29
353603,[115],[11],2015-05-06
375872,[115],"[2, 2]",2016-05-04
375873,[115],[14],2016-05-05
376517,[115],[18],2016-05-11
380927,[115],[14],2016-06-13
382075,[115],"[4, 4, 4]",2016-07-18
388628,[115],[14],2016-10-18
388629,[115],[14],2016-10-18
388631,[115],[14],2016-10-18
388632,[115],[14],2016-10-18
388633,[115],[14],2016-10-18
388634,[115],"[14, 14]",2016-10-18
388635,[115],[11],2016-10-18
388636,[115],[2],2016-10-18
388637,[115],[32],2016-10-18
388638,[115],[18],2016-10-18
388639,[115],[6],2016-10-18
388640,[115],[14],2016-10-18
388641,[115],[14],2016-10-18
399937,[115],[2],2017-04-11
406860,[115],[2],2017-07-28
407229,[115],"[2, 2, 2]",2017-08-31
407230,[115],"[2, 2]",2017-08-31
413426,[115],[14],2017-10-17
413428,[115],[14],2017-10-17
413429,[115],[14],2017-10-17
413438,[115],[33],2017-10-17
413442,[115],[14],2017-10-17
413445,[115],[14],2017-10-17
413451,[115],[14],2017-10-17
413454,[115],[14],2017-10-18
413463,[115],[14],2017-10-18
413471,[115],[14],2017-10-18
413477,[115],[14],2017-10-18
413492,[115],"[11, 11, 11]",2017-10-17
413511,[115],"[11, 11, 2, 2]",2017-10-17
413532,[115],[116],2017-10-17
413565,[115],[14],2017-10-18
413576,[115],"[2, 2, 2]",2017-10-18
413586,[115],[14],2017-10-17
413592,[115],[14],2017-10-17
413660,[115],[14],2017-10-17
413669,[115],[14],2017-10-17
413680,[115],[18],2017-10-18
413684,[115],[33],2017-10-18
413688,[115],[28],2017-10-18
413691,[115],[14],2017-10-17
413692,[115],[14],2017-10-17
413695,[115],[14],2017-10-17
413697,[115],[14],2017-10-17
413699,[115],[14],2017-10-17
413702,[115],[6],2017-10-17
413704,[115],[14],2017-10-17
413707,[115],[33],2017-10-18
413708,[115],[14],2017-10-18
413712,[115],[14],2017-10-18
413717,[115],[14],2017-10-17
413720,[115],[14],2017-10-17
413724,[115],[14],2017-10-17
413763,[115],[2],2017-10-17
413767,[115],[14],2017-10-18
413769,[115],[14],2017-10-18
413783,[115],[14],2017-10-17
413784,[115],[14],2017-10-17
413785,[115],[18],2017-10-17
413787,[115],"[46, 46, 46]",2017-10-17
413788,[115],[14],2017-10-17
413789,[115],[14],2017-10-17
413790,[115],[4],2017-10-17
413792,[115],[14],2017-10-17
413793,[115],[14],2017-10-18
413794,[115],[14],2017-10-18
413795,[115],[14],2017-10-18
413796,[115],[14],2017-10-18
413797,[115],[14],2017-10-18
413799,[115],[36],2017-10-18
413801,[115],[2],2017-10-18
413804,[115],[14],2017-10-18
413806,[115],[14],2017-10-18
413808,[115],[14],2017-10-18
432275,[115],[6],2018-07-23
433517,[115],[2],2018-08-28
435311,[115],[2],2018-09-07
435312,[115],[2],2018-09-21
439058,[115],[11],2018-10-15
439062,[115],[2],2018-10-26
442551,[115],[2],2018-11-14
442557,[115],"[2, 2]",2018-11-15
443664,[115],[2],2018-12-18
443665,[115],"[2, 2]",2018-12-07
444994,[115],"[11, 11, 11]",2019-01-29
447751,[115],[30],2019-02-07
447753,[115],[2],2019-02-22
447759,[115],[6],2019-02-27
447762,[115],"[28, 28]",2019-02-05
449913,[115],[2],2019-03-06
449916,[115],[32],2019-03-13
452558,[115],[72],2019-04-03
452561,[115],[2],2019-04-30
452563,[115],[2],2019-04-26
457490,[115],[14],2019-06-18
458680,[115],[99],2019-07-15
458681,[115],"[4, 4]",2019-07-25
464463,[115],[14],2020-01-23
465427,[115],[2],2020-02-20
403833,[115],[2],2017-05-17
413969,[117],[2],2017-10-20
425357,[117],[2],2018-05-02
438942,[117],[14],2018-10-16
463953,[117],"[2, 2, 2]",2020-01-15
211068,[118],"[23, 83, 4, 83, 119, 52, 9, 30, 30]",2012-02-28
268176,[120],"[9, 9, 9, 9]",2013-03-05
178944,[120],[9],2011-07-07
178984,[120],[66],2011-07-11
179004,[120],[66],2011-07-11
179024,[120],[66],2011-07-11
179044,[120],[61],2011-07-11
179064,[120],[4],2011-07-15
179084,[120],[4],2011-07-15
179104,[120],[61],2011-07-15
253981,[120],[9],2012-12-19
277369,[120],[9],2013-05-22
314750,[121],"[9, 9, 9]",2014-01-23
385076,[122],[4],2016-09-20
385078,[122],"[4, 4, 4]",2016-09-22
131515,[123],[61],2009-11-26
151877,[123],[32],2010-06-23
170547,[124],"[4, 4, 4]",2011-03-31
218170,[124],"[14, 9, 9]",2012-03-15
225467,[124],[9],2012-05-24
375603,[124],"[2, 2]",2016-04-19
395158,[124],"[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 33]",2017-02-16
395159,[124],"[14, 2, 14, 18]",2017-02-16
395160,[124],"[14, 14, 14, 14, 14, 14, 14]",2017-02-15
101112,[124],[9],2009-03-31
463991,[125],[2],2020-01-23
259598,[126],[32],2013-01-14
433558,[126],"[32, 32]",2018-08-28
438786,[126],[14],2018-10-29
441638,[126],"[14, 14]",2018-11-23
463408,[126],[18],2020-01-10
438771,[126],[28],2018-10-12
359602,[126],"[14, 14]",2015-07-02
382041,[126],[33],2016-07-27
400955,[126],"[32, 32]",2017-04-25
373134,[126],[32],2016-01-26
432504,[126],"[36, 36]",2018-07-16
448947,[126],[14],2019-03-27
451043,[126],"[17, 14]",2019-04-30
462533,[126],[32],2019-12-12
462535,[126],[32],2019-12-13
217781,[126],[9],2012-03-22
247658,[126],[9],2012-11-13
310738,[126],"[46, 84, 18, 52]",2013-11-14
353172,[126],[9],2015-04-16
355806,[126],[9],2015-05-26
366453,[126],[4],2015-12-10
368691,[126],[4],2016-01-21
374955,[126],"[2, 2]",2016-03-17
374958,[126],[32],2016-03-21
379902,[126],[18],2016-05-11
380427,[126],[4],2016-06-07
402802,[126],[4],2017-05-29
405332,[126],"[29, 29]",2017-06-22
407223,[126],"[2, 2, 2, 2, 2, 2]",2017-08-31
410351,[126],[4],2017-09-22
410357,[126],"[18, 33, 4, 33, 14, 2, 4, 36, 28]",2017-09-28
414487,[126],[4],2017-11-02
414492,[126],[18],2017-11-22
414493,[126],[4],2017-11-24
414495,[126],[2],2017-11-27
417781,[126],[4],2017-12-11
432502,[126],"[2, 2, 2]",2018-07-13
432506,[126],[6],2018-07-23
432509,[126],"[18, 18]",2018-07-24
435151,[126],[14],2018-09-25
435154,[126],[32],2018-09-19
435159,[126],[14],2018-09-25
435163,[126],"[18, 18]",2018-09-27
438775,[126],[14],2018-10-04
438777,[126],[2],2018-10-16
438787,[126],[33],2018-10-29
441621,[126],[2],2018-11-16
441628,[126],[2],2018-11-21
441643,[126],[36],2018-11-30
443445,[126],[30],2018-12-19
444443,[126],[2],2019-01-22
444445,[126],[18],2019-01-24
447094,[126],[33],2019-02-04
448946,[126],[33],2019-03-19
451033,[126],[18],2019-04-01
451035,[126],[2],2019-04-04
454984,[126],[2],2019-05-07
454986,[126],[4],2019-05-08
454988,[126],[33],2019-05-13
454997,[126],[33],2019-05-27
454999,[126],[33],2019-05-29
455001,[126],[33],2019-05-29
455003,[126],[2],2019-05-30
456703,[126],"[4, 4, 4]",2019-06-04
462539,[126],[4],2019-12-17
463411,[126],[30],2020-01-16
463413,[126],[2],2020-01-16
463418,[126],[2],2020-01-22
200332,[126],[9],2011-11-24
259599,[126],[9],2013-01-29
386665,[126],[18],2016-10-07
412767,[127],[14],2017-10-31
412802,[127],[14],2017-10-17
412808,[127],[14],2017-10-17
412811,[127],[2],2017-10-17
412815,[127],[11],2017-10-17
412827,[127],[4],2017-10-17
412830,[127],[46],2017-10-17
412832,[127],[32],2017-10-17
412843,[127],[2],2017-10-12
417770,[127],"[14, 14]",2017-12-07
421999,[127],[2],2018-02-06
422010,[127],[2],2018-02-22
422014,[127],"[14, 14, 14, 14, 14]",2018-02-06
425498,[127],[4],2018-04-25
425499,[127],[2],2018-04-23
428805,[127],[4],2018-05-30
428844,[127],[14],2018-05-30
428860,[127],"[2, 2]",2018-05-31
428875,[127],[2],2018-05-29
428877,[127],[46],2018-05-30
430191,[127],[4],2018-06-26
430193,[127],[4],2018-06-19
430198,[127],[14],2018-06-05
430199,[127],[4],2018-06-06
433546,[127],"[4, 14]",2018-08-15
435255,[127],[4],2018-09-21
435261,[127],"[4, 4]",2018-09-25
435276,[127],[2],2018-09-26
435293,[127],[2],2018-09-26
438761,[127],[14],2018-10-16
438769,[127],[14],2018-10-16
438774,[127],[4],2018-10-17
438778,[127],[32],2018-10-17
438782,[127],"[2, 2]",2018-10-17
438793,[127],[14],2018-10-17
438795,[127],[14],2018-10-18
438796,[127],[14],2018-10-18
438798,[127],"[14, 14]",2018-10-18
438799,[127],[14],2018-10-17
443687,[127],[4],2018-12-19
446637,[127],[4],2019-02-05
448024,[127],[14],2019-02-19
448028,[127],[2],2019-02-20
448046,[127],[2],2019-02-20
455732,[127],[14],2019-05-13
459401,[127],"[4, 4]",2019-08-07
459402,[127],"[4, 4, 4]",2019-08-27
461750,[127],"[4, 4, 4]",2019-11-18
462846,[127],[32],2019-12-02
462847,[127],[36],2019-12-02
462848,[127],[4],2019-12-02
462849,[127],[4],2019-12-03
465037,[127],"[4, 4, 4]",2020-01-09
467540,[127],[14],2020-02-24
467550,[127],[14],2020-02-24
467556,[127],[14],2020-02-24
437766,[128],[2],2018-11-08
370965,[129],[14],2016-02-23
370972,[129],[14],2016-02-23
370986,[129],[14],2016-02-23
370988,[129],[14],2016-02-23
370992,[129],[14],2016-02-23
370997,[129],[14],2016-02-23
370998,[129],[14],2016-02-23
371001,[129],[14],2016-02-23
371003,[129],[14],2016-02-23
371004,[129],[14],2016-02-23
371005,[129],[14],2016-02-23
371007,[129],[14],2016-02-23
371009,[129],[14],2016-02-23
371010,[129],[14],2016-02-23
371011,[129],[14],2016-02-23
371012,[129],[14],2016-02-23
371014,[129],[14],2016-02-23
371015,[129],[14],2016-02-23
371016,[129],[14],2016-02-23
371017,[129],[14],2016-02-23
371018,[129],[14],2016-02-23
371019,[129],[14],2016-02-23
371020,[129],[14],2016-02-23
371021,[129],[14],2016-02-23
371022,[129],[14],2016-02-23
371023,[129],[14],2016-02-23
371024,[129],[14],2016-02-23
371025,[129],[14],2016-02-23
371026,[129],[14],2016-02-23
371027,[129],[14],2016-02-23
371028,[129],[14],2016-02-23
371029,[129],[14],2016-02-23
371030,[129],[14],2016-02-23
371032,[129],[14],2016-02-23
371033,[129],[14],2016-02-23
371034,[129],[14],2016-02-23
371035,[129],[14],2016-02-23
371036,[129],[14],2016-02-23
371051,[129],[14],2016-02-23
371053,[129],[14],2016-02-23
371054,[129],[14],2016-02-23
371055,[129],[14],2016-02-23
371057,[129],[14],2016-02-23
371059,[129],[14],2016-02-23
371061,[129],[14],2016-02-23
371062,[129],[14],2016-02-23
371064,[129],[14],2016-02-23
371065,[129],[14],2016-02-23
371066,[129],[14],2016-02-23
371067,[129],[14],2016-02-23
371069,[129],[14],2016-02-23
371070,[129],[14],2016-02-23
371074,[129],[14],2016-02-23
371078,[129],[14],2016-02-23
371084,[129],[14],2016-02-23
371086,[129],[14],2016-02-23
371090,[129],[14],2016-02-23
371091,[129],[14],2016-02-23
371093,[129],[14],2016-02-23
371094,[129],[14],2016-02-23
371096,[129],[14],2016-02-23
371098,[129],[14],2016-02-23
371099,[129],[14],2016-02-23
371100,[129],[14],2016-02-23
371101,[129],[14],2016-02-23
371123,[129],[14],2016-02-23
371124,[129],[14],2016-02-23
371125,[129],[14],2016-02-23
371126,[129],[14],2016-02-23
371127,[129],[14],2016-02-23
371129,[129],[14],2016-02-23
371130,[129],[14],2016-02-23
371131,[129],[14],2016-02-23
371132,[129],[14],2016-02-23
371134,[129],[14],2016-02-23
371135,[129],[14],2016-02-23
371137,[129],[14],2016-02-23
371138,[129],[14],2016-02-23
371139,[129],[14],2016-02-23
371140,[129],[14],2016-02-23
371141,[129],[14],2016-02-23
371142,[129],[14],2016-02-23
371143,[129],[14],2016-02-23
371144,[129],[14],2016-02-24
371145,[129],[14],2016-02-24
371146,[129],[14],2016-02-22
371147,[129],[14],2016-02-22
371149,[129],[14],2016-02-22
371433,[129],"[14, 14]",2016-02-23
412239,[129],[14],2017-10-24
217627,[129],[9],2012-03-22
416927,[129],[130],2017-11-22
164332,[129],[9],2011-01-17
385798,[129],[14],2016-09-30
408046,[129],"[2, 2, 2, 2, 2]",2017-08-31
449200,[129],[2],2019-03-20
456251,[129],[2],2019-05-16
456252,[129],[2],2019-05-20
456253,[129],[6],2019-05-23
457090,[129],[14],2019-06-14
457091,[129],[2],2019-06-17
465384,[129],"[2, 2, 2]",2020-01-22
388149,[129],"[2, 2]",2016-10-27
391185,[129],[14],2016-11-08
391188,[129],[14],2016-11-24
128857,[22],[23],2009-10-21
412518,[131],"[14, 32]",2017-10-27
412516,[131],[4],2017-10-19
431407,[131],[46],2018-07-09
466517,[131],"[46, 46, 46]",2020-02-24
466519,[131],[18],2020-02-24
466522,[131],"[14, 14, 14, 14, 14]",2020-02-24
437103,[131],"[14, 14, 14, 14, 14]",2018-10-15
437104,[131],"[14, 14, 14]",2018-10-15
437105,[131],"[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",2018-10-15
437107,[131],"[2, 2, 2]",2018-10-16
438143,[131],"[2, 2, 6]",2018-10-17
438150,[131],"[2, 2, 6]",2018-10-19
438154,[131],"[2, 2, 6]",2018-10-25
438156,[131],"[2, 2, 6]",2018-10-29
438158,[131],"[2, 2, 6]",2018-11-01
466516,[131],[2],2020-02-24
466562,[131],"[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",2020-02-24
466783,[131],[33],2020-02-24
258501,[132],[4],2013-01-29
264130,[132],[4],2013-02-12
264132,[132],"[32, 4]",2013-02-14
269209,[132],"[9, 9, 9]",2013-03-27
269269,[132],"[14, 14, 14, 9]",2013-03-04
258794,[132],"[9, 9, 9]",2012-11-28
418350,[132],[14],2017-11-07
418351,[132],"[33, 4]",2017-11-08
418353,[132],"[4, 14, 14]",2017-11-09
195047,[133],[4],2011-10-26
422544,[133],[4],2018-02-08
422545,[133],[2],2018-02-08
424269,[133],[2],2018-03-05
468416,[133],[4],2020-02-04
468419,[133],[14],2020-02-04
374964,[133],[2],2016-03-10
468426,[133],"[2, 2]",2020-02-05
468427,[133],[2],2020-02-05
383911,[134],"[14, 14]",2016-07-27
384044,[134],"[14, 14]",2016-07-27
384224,[134],[14],2016-08-03
384225,[134],[14],2016-08-05
384226,[134],[14],2016-08-15
384229,[134],"[5, 5]",2016-08-25
384230,[134],[4],2016-08-30
384235,[134],[14],2016-08-30
384237,[134],[14],2016-09-12
385095,[134],"[32, 32]",2016-09-13
385097,[134],"[14, 14]",2016-09-15
385138,[134],[14],2016-08-22
387710,[134],[33],2016-10-03
393938,[134],[6],2017-01-26
393947,[134],[11],2017-01-26
393950,[134],"[41, 41]",2017-01-26
393956,[134],[28],2017-01-26
393959,[134],"[2, 2]",2017-01-26
393960,[134],"[4, 4, 4, 4]",2017-01-26
402851,[134],[2],2016-08-25
417854,[134],[4],2017-12-14
417856,[134],"[2, 2, 2]",2017-12-14
428651,[134],[4],2018-05-05
428652,[134],"[5, 5, 5, 5]",2018-05-29
429586,[134],[2],2018-05-29
430462,[134],"[2, 2]",2018-06-26
430464,[134],"[2, 2]",2018-07-03
430465,[134],"[2, 2]",2018-07-03
435199,[134],"[2, 2]",2018-10-05
438492,[134],"[2, 2]",2018-10-22
438504,[134],[33],2018-10-25
444959,[134],"[2, 2, 2]",2019-01-28
449246,[134],[14],2019-03-28
400286,[134],"[29, 2]",2017-04-27
405120,[134],[4],2017-06-26
444937,[134],"[2, 2, 2]",2019-01-14
444952,[134],[2],2019-01-15
379083,[135],[2],2016-05-04
96857,[136],[9],2009-02-04
440978,[137],"[2, 2]",2018-12-05
446006,[137],"[2, 14]",2019-02-08
446007,[137],"[2, 14]",2019-02-21
77462,[100],"[4, 4]",2008-07-09
77465,[100],[138],2008-07-09
77954,[139],"[4, 4]",2008-07-10
387373,[140],[4],2016-10-26
387377,[140],"[4, 4]",2016-10-27
387379,[140],"[4, 4, 4]",2016-10-27
424987,[140],"[4, 4, 4]",2018-04-25
433472,[140],[18],2018-08-14
433475,[140],[2],2018-08-15
104454,[140],"[32, 32]",2009-04-23
383535,[140],[4],2016-08-30
383551,[140],[2],2016-08-30
383557,[140],"[4, 4]",2016-08-30
387370,[140],"[2, 2]",2016-10-25
411452,[140],"[6, 6]",2017-10-24
411466,[140],"[2, 2]",2017-10-25
411600,[140],[4],2017-10-25
412041,[140],"[36, 36]",2017-10-24
414718,[140],"[14, 14, 14]",2017-11-16
424326,[140],[2],2018-03-28
424862,[140],"[2, 2]",2018-04-10
424990,[140],"[2, 2]",2018-04-26
425012,[140],"[14, 14, 14, 14]",2018-04-26
425013,[140],[33],2018-04-26
429298,[140],"[2, 2]",2018-05-30
430434,[140],"[2, 2]",2018-06-26
430436,[140],[2],2018-06-06
432358,[140],"[2, 2]",2018-07-31
433481,[140],"[2, 2]",2018-08-22
433482,[140],[2],2018-08-30
441863,[140],"[2, 2]",2018-11-22
441869,[140],"[33, 33]",2018-11-22
441876,[140],"[18, 18]",2018-11-22
441883,[140],"[4, 4, 4]",2018-11-22
441889,[140],[14],2018-11-22
441893,[140],"[2, 2]",2018-11-28
132288,[67],"[5, 5, 5]",2009-11-24
132319,[67],[4],2009-11-24
80654,[80],[9],2008-08-23
202844,[141],"[32, 9]",2011-12-15
251870,[141],"[14, 5, 5]",2012-11-27
327351,[142],[9],2014-05-15
374834,[142],[2],2016-03-10
374835,[142],[2],2016-03-18
374838,[142],[2],2016-03-30
165944,[143],[52],2011-01-11
165957,[143],"[61, 61, 61, 61]",2011-01-29
162965,[143],[144],2010-12-06
162970,[143],"[61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61, 61]",2010-12-06
190264,[143],[9],2011-09-28
201488,[143],[9],2011-11-14
216167,[143],[9],2012-03-22
318668,[143],[9],2014-02-20
318670,[143],"[9, 9]",2014-02-20
395699,[143],[46],2017-02-23
395707,[143],[4],2017-02-23
395710,[143],[2],2017-02-23
405697,[143],[2],2017-06-20
427099,[143],"[2, 2, 6, 2]",2018-04-04
427100,[143],[2],2018-04-12
441407,[143],"[2, 2]",2018-11-26
441411,[143],"[2, 2]",2018-11-26
447150,[143],"[6, 6, 6]",2019-02-28
447151,[143],[18],2019-02-28
447152,[143],"[2, 32]",2019-02-28
452289,[143],[2],2019-04-17
165946,[143],"[61, 61, 61, 61]",2011-01-13
105735,[127],"[98, 98]",2009-04-22
84614,[142],[9],2008-09-23
100708,[142],[9],2009-03-31
103143,[142],[9],2009-02-24
103144,[142],[9],2009-03-13
103145,[142],[32],2009-03-25
103147,[142],[36],2009-03-25
103148,[142],[9],2009-03-26
109322,[142],[4],2009-05-07
324706,[145],"[46, 52, 9, 10, 146, 18, 7, 65, 4]",2014-04-02
324704,[145],[14],2014-04-01
85434,[147],[5],2008-09-25
85436,[147],[9],2008-10-29
100800,[67],[9],2009-03-25
100811,[67],"[9, 9]",2009-03-25
87326,[148],[9],2008-11-25
87865,[142],[9],2008-11-13
96913,[142],[9],2009-02-19
103138,[142],[9],2009-04-14
103140,[142],[9],2009-02-13
103141,[142],[9],2009-02-18
103142,[142],[9],2009-02-19
103146,[142],[4],2009-03-25
103196,[142],[9],2009-03-26
113222,[142],[32],2009-06-19
113224,[142],[9],2009-06-26
124885,[142],[9],2009-09-08
124889,[142],[9],2009-09-17
127375,[142],[9],2009-10-27
272371,[149],[33],2013-04-17
244420,[149],[9],2012-10-17
318370,[149],[9],2014-02-04
88152,[135],[4],2008-11-18
88170,[135],[4],2008-11-18
88175,[135],"[36, 36]",2008-11-18
406298,[150],"[2, 2, 2, 2, 2, 2, 18, 2, 18]",2017-07-14
409611,[150],[2],2017-09-21
416050,[150],"[2, 2, 2]",2017-12-04
419282,[150],"[2, 2, 2, 2]",2018-01-18
420883,[150],[32],2018-02-13
420884,[150],"[2, 2, 2, 2, 2, 2]",2018-02-08
420885,[150],"[2, 2, 2, 2]",2018-02-06
423575,[150],[14],2018-03-15
423576,[150],"[4, 4]",2018-03-21
423577,[150],[4],2018-03-21
423578,[150],"[14, 14, 14, 14, 14, 14]",2018-03-22
423579,[150],"[2, 2, 2]",2018-03-22
423580,[150],[32],2018-03-22
423581,[150],"[2, 2]",2018-03-22
426001,[150],[4],2018-04-11
426139,[150],[2],2018-04-06
428518,[150],[2],2018-05-16
433455,[150],[2],2018-08-03
433457,[150],[2],2018-08-16
438320,[150],[2],2018-10-15
442243,[150],"[4, 4, 4]",2018-11-06
442256,[150],[14],2018-11-06
445297,[150],[2],2019-01-15
447867,[150],"[14, 14, 14, 14, 14, 14, 14, 14]",2019-02-06
447869,[150],[2],2019-02-06
451961,[150],[2],2019-04-09
451962,[150],"[2, 2]",2019-04-09
460099,[150],"[2, 2]",2019-09-17
97447,[136],"[4, 4]",2009-02-18
123639,[136],"[9, 9]",2009-09-09
100685,[151],[52],2009-03-19
100686,[151],[52],2009-03-19
100687,[151],[52],2009-03-19
100688,[151],[4],2009-03-20
100689,[151],[4],2009-03-20
107715,[95],"[9, 9]",2009-05-06
134534,[95],[4],2009-12-11
101386,[127],"[9, 9]",2009-03-25
113796,[60],[9],2009-06-08
113797,[60],[9],2009-06-10
157330,[60],[9],2010-09-22
113794,[60],[9],2009-06-03
132733,[60],[61],2009-11-24
113798,[60],[9],2009-06-12
113795,[60],[9],2009-06-05
117715,[60],[9],2009-07-30
90469,[60],[9],2008-12-09
110034,[60],[9],2009-05-08
90470,[60],[9],2008-12-10
90475,[60],[9],2008-12-11
90491,[124],[9],2008-12-17
93712,[124],[9],2009-01-15
101115,[124],[32],2009-03-25
101118,[124],[4],2009-03-25
101124,[124],[9],2009-03-25
101127,[124],"[9, 9, 9]",2009-03-26
106874,[124],[4],2009-05-07
109019,[124],[9],2009-04-17
129515,[80],[9],2009-10-26
90622,[80],[9],2008-12-02
90632,[80],[9],2008-12-03
90636,[80],[9],2008-12-04
90639,[80],[9],2008-12-06
129516,[80],[9],2009-10-26
90640,[80],[9],2008-12-08
129514,[80],[9],2009-10-26
90642,[80],[9],2008-12-09
90648,[80],[9],2008-12-11
366102,[152],"[14, 14, 14, 14, 14, 14, 14, 6, 14, 11]",2016-01-08
401835,[140],[18],2017-05-29
401854,[140],[4],2017-05-31
93143,[148],[9],2008-12-11
93197,[148],[9],2008-12-02
93847,[88],"[4, 4, 4]",2009-01-06
159991,[60],[9],2010-10-25
96682,[110],[9],2009-02-24
115795,[110],[9],2009-07-22
120457,[110],[9],2009-08-12
120458,[110],[9],2009-08-25
123574,[110],"[9, 9]",2009-09-09
127536,[110],[32],2009-10-28
97319,[39],[9],2009-03-11
100425,[39],[9],2009-03-25
100427,[39],[9],2009-03-25
109915,[39],[9],2009-05-27
167331,[148],[14],2011-01-13
383622,[148],[2],2016-08-30
383624,[148],"[32, 32]",2016-09-02
383625,[148],"[2, 2]",2016-09-07
383626,[148],[2],2016-09-09
383627,[148],[2],2016-09-14
383716,[148],[32],2016-08-18
389089,[148],[2],2016-11-10
394601,[148],[2],2017-01-23
394604,[148],[2],2017-02-10
403486,[148],[2],2017-05-31
405491,[148],"[2, 2, 2]",2017-06-22
405495,[148],[2],2017-06-22
422887,[148],"[2, 2]",2017-12-20
422888,[148],[2],2018-02-14
97359,[62],[9],2009-02-10
131775,[62],[9],2009-11-12
97428,[136],[9],2009-02-02
97703,[129],[9],2009-02-18
105654,[89],[9],2009-04-07
114156,[89],[9],2009-06-17
114159,[89],[9],2009-06-17
210147,[153],[46],2012-02-28
240276,[153],[46],2012-09-24
244425,[153],"[46, 46]",2012-10-25
308640,[153],[46],2013-11-12
308649,[153],"[84, 84, 84]",2013-11-19
99299,[129],[9],2009-03-03
113875,[129],[9],2009-06-17
233392,[154],"[9, 9, 9]",2012-07-17
101148,[136],[9],2009-03-25
101153,[136],[9],2009-03-25
109222,[136],"[9, 4]",2009-05-08
100537,[155],[61],2009-03-31
100539,[155],[61],2009-03-31
100541,[155],[61],2009-03-31
100542,[155],[61],2009-03-31
100543,[155],[61],2009-03-31
100545,[155],[61],2009-03-31
100546,[155],[61],2009-03-31
108516,[155],[14],2009-04-30
108517,[155],[14],2009-04-30
131574,[95],[9],2009-11-13
101371,[89],[9],2009-03-25
101375,[89],[9],2009-03-25
101406,[60],[9],2009-03-11
145732,[60],"[4, 9]",2010-03-10
157329,[60],[9],2010-09-10
159979,[60],"[61, 61]",2010-10-04
159983,[60],[9],2010-10-07
